frameNumber,1,2,3,4,5,6
1,3.7373999999336616,0.0010000008271652192,150,11.941400000391482,13.697000000045648,-1
1,274.4515999999787,353.59520000026964,150,307.47960000044077,328.97680000002543,-1
2,3.728399999933703,0.0010000008271652192,150,12.0246000003915,14.39280000004589,-1
2,274.460599999979,353.59520000026964,150,307.47960000044077,328.9820000000256,-1
3,3.714999999933764,0.0010000008271652192,150,13.773600000391522,17.136600000046126,-1
3,274.47399999997947,353.59520000026964,150,307.47960000044077,328.9872000000258,-1
4,3.713399999933771,0.0010000008271652192,150,17.673600000391538,22.028800000046353,-1
4,274.4755999999795,380.9332000002691,150,307.47960000044077,328.99240000002595,-1
5,3.7119999999337776,23.641000000827034,150,23.18360000039156,27.550800000046575,-1
5,274.47699999997957,386.4934000002694,150,307.47960000044077,328.99800000002614,-1
6,3.7103999999337844,34.90000000082661,150,28.414800000391562,32.47060000004677,-1
6,274.4785999999796,386.5300000002706,150,307.47960000044077,329.0028000000263,-1
7,3.708999999933791,34.94160000082651,150,33.64620000039156,37.79160000004694,-1
7,274.47999999997967,386.571600000272,150,307.47960000044077,329.0082000000265,-1
8,5.942799999933829,34.98140000082642,150,38.37380000039156,42.91220000004704,-1
8,274.48839999997995,386.6114000002733,150,307.47960000044077,329.01320000002664,-1
9,16.15199999993386,35.01560000082634,150,43.30360000039156,48.0326000000471,-1
9,274.5015999999804,370.5122000002734,150,307.47960000044077,329.0184000000268,-1
10,29.286799999933812,35.726200000826196,150,48.23320000039156,53.15280000004712,-1
10,274.51539999998084,354.8732000002735,150,307.47960000044077,329.023400000027,-1
11,41.03979999993364,63.500200000825494,150,53.463800000391565,58.27280000004715,-1
11,274.5293999999813,354.91280000027484,150,307.47960000044077,329.02860000002715,-1
12,54.2323999999334,67.57800000082437,150,58.393600000391565,63.49420000004717,-1
12,274.5437999999818,354.9504000002761,150,307.47960000044077,329.0338000000273,-1
13,67.53479999993304,83.43880000082316,150,63.624800000391566,68.8148000000474,-1
13,274.55819999998226,354.99180000027746,150,307.47960000044077,329.0390000000275,-1
14,77.94599999993248,91.039800000822,150,68.15180000039145,74.03620000004764,-1
14,274.57259999998274,355.03040000027875,150,307.47960000044077,329.0442000000277,-1
15,88.66279999993195,91.28820000082054,150,73.58380000039129,79.5582000000478,-1
15,274.5867999999832,355.06980000028005,150,307.47960000044077,329.04980000002786,-1
16,102.04099999993136,118.6912000008192,150,78.41320000039116,84.8788000000479,-1
16,274.6013999999837,355.1098000002814,150,307.47960000044077,329.05500000002803,-1
17,113.87879999993059,123.09880000081773,150,83.64380000039101,90.30080000004801,-1
17,274.61559999998417,355.1494000002827,150,307.47960000044077,329.0604000000282,-1
18,127.32199999992982,123.13700000081629,150,88.87560000039086,95.82280000004803,-1
18,274.62999999998465,355.18760000028396,150,307.47960000044077,329.0660000000284,-1
19,137.18599999992875,123.1764000008148,150,94.5092000003907,101.14420000004799,-1
19,274.6443999999851,355.2270000002853,150,307.47960000044077,329.07120000002857,-1
20,142.90279999992774,123.90940000081329,150,99.23680000039057,106.57560000004798,-1
20,274.6587999999856,355.2670000002866,150,307.47960000044077,329.07660000002875,-1
21,144.5045999999269,149.12220000081163,150,104.97160000039041,111.80660000004792,-1
21,274.6731999999861,355.3056000002879,150,307.47960000044077,329.0818000000289,-1
22,144.5191999999274,152.15620000081168,150,109.90080000039028,117.64160000004776,-1
22,274.68759999998656,355.34660000028924,150,307.47960000044077,329.0876000000291,-1
23,146.36259999992723,152.19540000081298,150,114.82980000039014,122.97280000004761,-1
23,274.70199999998704,355.38600000029055,150,307.47960000044077,329.0930000000293,-1
24,153.72059999992626,152.2354000008143,150,119.96080000039,128.30520000004745,-1
24,274.7163999999875,355.4258000002919,150,307.47960000044077,329.09820000002946,-1
25,156.9237999999253,167.95820000081397,150,125.59460000038983,133.63680000004732,-1
25,274.730799999988,355.4658000002932,150,307.47960000044077,329.10360000002964,-1
26,163.31079999992437,186.88360000081192,150,130.32260000038968,139.16980000004716,-1
26,274.7451999999885,355.50340000029445,150,307.47960000044077,329.1090000000298,-1
27,169.31559999992348,187.30660000081264,150,135.85560000038953,144.401200000047,-1
27,271.6105999999882,355.54200000029573,150,307.47960000044077,329.11420000003,-1
28,171.17959999992263,187.34660000081396,150,141.0868000003894,149.73280000004686,-1
28,265.63459999998736,355.58220000029706,150,307.47960000044077,329.1196000000302,-1
29,171.1937999999231,187.38560000081526,150,146.11680000038905,155.2658000000467,-1
