frameNumber,1,2,3,4,5,6
1,443.1438000000067,80.16780000011354,15.316600000035033,69.98760000002329,-1,-1
1,259.1444000000264,326.71700000000897,214.01679999999408,254.67519999999564,-1,-1
2,443.153200000007,81.0690000001151,16.046400000035575,69.98300000002347,-1,-1
2,259.1538000000267,326.7566000000103,214.0115999999939,254.6799999999958,-1,-1
3,443.1652000000074,81.05520000011562,18.609600000036078,69.97820000002365,-1,-1
3,259.1658000000271,326.77040000001074,214.00679999999375,254.68459999999595,-1,-1
4,443.1794000000079,81.0506000001158,23.347400000036615,70.85200000002388,-1,-1
4,259.1800000000276,326.7750000000109,214.00159999999357,254.6893999999961,-1,-1
5,443.1886000000082,81.0506000001158,28.468000000037147,73.95780000002412,-1,-1
5,259.1894000000279,326.7750000000109,213.9963999999934,254.6947999999963,-1,-1
6,443.0432000000081,80.99540000011788,33.688600000037624,78.71280000002436,-1,-1
6,259.19780000002817,326.8302000000127,213.99119999999323,254.69979999999646,-1,-1
7,436.79440000000625,80.87560000012242,38.90940000003802,84.33500000002462,-1,-1
7,259.2086000000285,326.9500000000167,213.98599999999306,254.70539999999664,-1,-1
8,426.0514000000036,80.8364000001239,44.130400000038414,88.85300000002484,-1,-1
8,259.2192000000289,326.989200000018,213.98079999999288,254.7097999999968,-1,-1
9,415.60980000000103,82.80660000012543,49.552000000038824,94.4750000000251,-1,-1
9,259.2296000000292,327.0280000000193,213.9753999999927,254.71539999999698,-1,-1
10,404.4653999999983,114.34240000012694,55.07400000003924,99.49500000002534,-1,-1
10,259.8474000000289,327.0698000000207,213.96999999999252,254.72039999999714,-1,-1
11,393.2211999999955,118.18220000012838,60.19440000003963,104.9170000000256,-1,-1
11,260.723400000028,327.11100000002205,213.96479999999235,254.72579999999732,-1,-1
12,381.9757999999928,131.6014000001298,65.01340000004,109.83680000002583,-1,-1
12,260.73460000002837,327.1518000000234,213.9599999999922,254.7307999999975,-1,-1
